,ID,name,UniProt,Gene Name
8087,FBpp0083942,cav-PD,,cav
8088,FBpp0083943,cav-PA,Q95RV2,cav
8089,FBpp0083944,cav-PB,,cav
8090,FBpp0083945,CG13609-PA,Q9VCB1,CG13609
8091,FBpp0083946,Acp95EF-PA,P16548,Acp95EF
8092,FBpp0083947,mask-PA,Q9VCA8,mask
8093,FBpp0083948,mask-PB,Q9VCA8,mask
8094,FBpp0293580,mask-PC,B4K725,mask
8095,FBpp0306960,mask-PD,B4KHZ8,mask
8096,FBpp0306961,mask-PE,B4KHR8,mask
8097,FBpp0311438,mask-PF,B4LHK4,mask
8098,FBpp0083949,Spase22-23-PA,Q9VCA9,Spase22
8099,FBpp0293581,Spase22-23-PB,Q9VCA9,Spase22
8100,FBpp0083950,Spps-PA,Q9VCB2,Spps
8101,FBpp0303408,Spps-PB,B4KHC8,Spps
8102,FBpp0083951,twin-PA,Q7K112,twin
8103,FBpp0083952,twin-PB,Q9VCB6,twin
8104,FBpp0083953,twin-PE,Q7K112,twin
8105,FBpp0083954,twin-PC,Q8IMX1,twin
8106,FBpp0083955,twin-PD,Q8IMX0,twin
8107,FBpp0083956,twin-PF,Q7K112,twin
8108,FBpp0083957,CG17786-PA,Q9VCB5,CG17786
8109,FBpp0083959,CG5515-PA,Q9VCB9,CG5515
8110,FBpp0083960,CG5515-PB,Q9VCB9,CG5515
8111,FBpp0307396,CG5515-PC,Q9VCB9,CG5515
8112,FBpp0311410,CG5515-PD,Q9VCB9,CG5515
8113,FBpp0083961,CG5510-PA,Q9VCC2,CG5510
8114,FBpp0083962,mRpS24-PA,Q9VCC3,mRpS24
8115,FBpp0083965,p38a-PA,O62618,p38a
8116,FBpp0083966,p38a-PB,O62618,p38a
8117,FBpp0289799,p38a-PC,O62618,p38a
8118,FBpp0083968,Slimp-PA,Q95T19,Slimp
8119,FBpp0083969,GatB-PA,Q9VCD0,GatB
8120,FBpp0083970,CG13607-PA,Q9VCD2,CG13607
8121,FBpp0293087,CG13607-PC,Q9VCD2,CG13607
8122,FBpp0289929,CG13605-PB,Q9VCD3,CG13605
8123,FBpp0083972,eIF4EHP-PA,Q8T3K5,eIF4EHP
8124,FBpp0289702,eIF4EHP-PB,E1JIV5,eIF4EHP
8125,FBpp0292258,eIF4EHP-PC,C1C3I0,eIF4EHP
8126,FBpp0292259,eIF4EHP-PD,B4JDB9,eIF4EHP
8127,FBpp0083973,Syx1A-PA,Q24547,Syx1A
8128,FBpp0352246,Syx1A-PC,Q24547,Syx1A
8129,FBpp0292260,Syx1A-PB,B4JCZ4,Syx1A
8130,FBpp0083974,Hsp68-PA,O97125,Hsp68
8131,FBpp0083976,Rox8-PD,Q8IMX4,Rox8
8132,FBpp0083977,Rox8-PB,Q9VCE3,Rox8
8133,FBpp0083979,Rox8-PC,Q9VCE3,Rox8
8134,FBpp0305402,Rox8-PE,Q8IMX4,Rox8
8135,FBpp0305403,Rox8-PG,Q8IMX4,Rox8
8136,FBpp0305404,Rox8-PH,Q8IMX4,Rox8
8137,FBpp0083980,Miro-PD,Q8IMX7,Miro
8138,FBpp0083981,Miro-PE,B4KGW0,Miro
8139,FBpp0302814,Miro-PF,B4KGW0,Miro
8140,FBpp0292857,Miro-PC,B4J3Z9,Miro
8141,FBpp0083983,Orct-PA,Q9VCA2,Orct
8142,FBpp0306893,Orct-PB,Q9VCA2,Orct
8143,FBpp0083985,CG6356-PA,Q9VCA0,CG6356
8144,FBpp0083988,BRWD3-PA,Q9VC96,BRWD3
8145,FBpp0083989,Dis3-PA,Q9VC93,Dis3
8146,FBpp0306666,Dis3-PB,Q9VC93,Dis3
8147,FBpp0083990,CG6432-PA,Q9VC92,CG6432
8148,FBpp0311939,CG6432-PB,Q9VC92,CG6432
8149,FBpp0083991,Ms-PA,P61849,Ms
8150,FBpp0312058,Ms-PC,P61849,Ms
8151,FBpp0306667,Ms-PB,P61849,Ms
8152,FBpp0303399,CG6454-PE,B4KGY2,CG6454
8153,FBpp0271831,CG6454-PC,Q8IMW9,CG6454
8154,FBpp0271832,CG6454-PD,Q9VC89,CG6454
8155,FBpp0428432,CG6454-PF,,CG6454
8156,FBpp0292614,CG33339-PB,Q9VC85,CG33339
8157,FBpp0083995,CG33340-PA,Q8IMW8,CG33340
8158,FBpp0292615,CG13613-PC,Q9VC83,CG13613
8159,FBpp0083997,CG33341-PA,Q7KS23,CG33341
8160,FBpp0083998,CG13614-PA,Q9VC81,CG13614
8161,FBpp0084001,CG13615-PA,Q9VC76,CG13615
8162,FBpp0084002,CG13616-PA,Q9VC75,CG13616
8163,FBpp0311468,CG13616-PB,B4LHK6,CG13616
8164,FBpp0084003,nAChRalpha1-PA,P09478,nAChRalpha1
8165,FBpp0303342,nAChRalpha1-PB,B4KGU3,nAChRalpha1
8166,FBpp0306936,nAChRalpha1-PC,P09478,nAChRalpha1
8167,FBpp0306937,CG5768-PC,Q9VC77,CG5768
8168,FBpp0306938,CG5768-PD,E2QCY8,CG5768
8169,FBpp0428097,CG5768-PE,,CG5768
8170,FBpp0084005,CG17780-PB,Q9VC78,CG17780
8171,FBpp0084006,CG17780-PA,Q8SXI0,CG17780
8172,FBpp0084007,CG17781-PA,Q9VC79,CG17781
8173,FBpp0084008,CG17782-PA,Q9VC80,CG17782
8174,FBpp0084010,CG17784-PA,Q9VC84,CG17784
8175,FBpp0084011,CG5762-PA,Q9VC86,CG5762
8176,FBpp0084012,CG18528-PA,Q9VC87,CG18528
8177,FBpp0084013,Golgin84-PA,Q8SZ63,Golgin84
8178,FBpp0084014,CG5746-PB,Q9VC90,CG5746
8179,FBpp0084015,CG5746-PA,Q9VC90,CG5746
8180,FBpp0271790,CG5746-PC,Q8IGI0,CG5746
8181,FBpp0271791,CG5746-PD,Q8IGI0,CG5746
8182,FBpp0306668,CG5746-PE,B4KHD9,CG5746
8183,FBpp0306669,CG5746-PF,B4KI02,CG5746
8184,FBpp0306670,CG5746-PG,B4KHS5,CG5746
8185,FBpp0084016,Rrp5-PA,Q9VC94,Rrp5
8186,FBpp0084017,Nab2-PA,Q9V3H9,Nab2
8187,FBpp0084018,CG5715-PA,Q9VC98,CG5715
8188,FBpp0084021,beta-PheRS-PA,Q9VCA5,beta
8189,FBpp0084022,CG31128-PA,Q8T4I5,CG31128
8190,FBpp0084023,nAChRalpha2-PA,P17644,nAChRalpha2
8191,FBpp0084024,nAChRalpha2-PB,P17644,nAChRalpha2
8192,FBpp0084025,DZIP1-PA,Q9VC70,DZIP1
8193,FBpp0306441,DZIP1-PB,Q9VC70,DZIP1
8194,FBpp0084026,Pp1alpha-96A-PA,P48461,Pp1alpha
8195,FBpp0306442,Pp1alpha-96A-PB,P48461,Pp1alpha
8196,FBpp0084027,Jhbp12-PA,Q9VC67,Jhbp12
8197,FBpp0084028,CG6607-PA,Q9VC66,CG6607
8198,FBpp0084036,atl-PA,Q9VC57,atl
8199,FBpp0084037,atl-PB,Q9VC57,atl
8200,FBpp0311413,atl-PC,Q9VC57,atl
8201,FBpp0084039,ash2-PB,,ash2
8202,FBpp0084040,ash2-PC,Q94545,ash2
8203,FBpp0297301,ash2-PE,B4K7H6,ash2
8204,FBpp0084043,CG31126-PA,Q9VC53,CG31126
8205,FBpp0084044,Ppox-PA,Q9VC52,Ppox
8206,FBpp0084045,CG31125-PA,Q8T3J1,CG31125
8207,FBpp0084047,puf-PE,Q7KS15,puf
8208,FBpp0084048,puf-PD,Q9VC56,puf
8209,FBpp0303340,puf-PG,B4KHF3,puf
8210,FBpp0303341,puf-PH,B4KI06,puf
8211,FBpp0297302,puf-PF,Q8IMW2,puf
8212,FBpp0308280,puf-PI,B4LIK5,puf
8213,FBpp0084049,Wsck-PA,P83097,Wsck
8214,FBpp0084050,Syx18-PA,Q9VC58,Syx18
8215,FBpp0084051,CG13625-PA,Q9VC60,CG13625
8216,FBpp0084052,REPTOR-PB,Q9VC61,REPTOR
8217,FBpp0084053,REPTOR-PD,Q9VC61,REPTOR
8218,FBpp0084054,REPTOR-PA,Q9VC61,REPTOR
8219,FBpp0084055,REPTOR-PC,Q9VC61,REPTOR
8220,FBpp0110092,REPTOR-PE,,REPTOR
8221,FBpp0110093,REPTOR-PF,,REPTOR
8222,FBpp0311399,REPTOR-PG,Q9VC61,REPTOR
8223,FBpp0084059,CG13623-PA,Q9VC65,CG13623
8224,FBpp0306445,CG13623-PB,Q9VC65,CG13623
8225,FBpp0288409,CG13622-PB,Q9VC68,CG13622
8226,FBpp0084061,nAChRbeta2-PA,P25162,nAChRbeta2
8227,FBpp0084062,nAChRbeta2-PB,H5V857,nAChRbeta2
8228,FBpp0084065,CG13627-PA,Q9VC50,CG13627
8229,FBpp0084066,CG13627-PB,Q8IMV7,CG13627
8230,FBpp0308358,CG13627-PC,B4LHL1,CG13627
8231,FBpp0084067,Polr2L-PA,Q9VC49,Polr2L
8232,FBpp0084068,tok-PB,Q9VC47,tok
8233,FBpp0084069,tok-PA,Q9VC47,tok
8234,FBpp0308359,tok-PC,Q9VC47,tok
8235,FBpp0084070,tld-PA,P25723,tld
8236,FBpp0084071,asp-PA,Q9VC45,asp
8237,FBpp0084072,CG13631-PA,Q9VC43,CG13631
8238,FBpp0308360,CG13631-PB,Q9VC43,CG13631
8239,FBpp0089401,Ets96B-PB,Q8MRW5,Ets96B
8240,FBpp0308361,Ets96B-PC,Q9VC38,Ets96B
8241,FBpp0084076,CG6980-PA,Q9VC34,CG6980
8242,FBpp0084079,sosie-PB,Q8SXV1,sosie
8243,FBpp0084080,sosie-PA,Q9VC30,sosie
8244,FBpp0300415,sosie-PC,Q8SXV1,sosie
8245,FBpp0084081,Esp-PA,Q9VC29,Esp
8246,FBpp0293017,Esp-PB,Q9VC29,Esp
8247,FBpp0084082,CG7006-PA,Q9VC28,CG7006
8248,FBpp0084083,Nct-PA,Q9VC27,Nct
8249,FBpp0291079,Nct-PC,Q9VC27,Nct
8250,FBpp0297224,Nct-PD,Q7KS07,Nct
8251,FBpp0306637,Nct-PE,B4KHG2,Nct
8252,FBpp0084084,CG7016-PA,Q9VC23,CG7016
8253,FBpp0084085,Elal-PA,Q8SY52,Elal
8254,FBpp0084086,Elal-PB,Q8IMV1,Elal
8255,FBpp0306638,Elal-PC,Q8SY52,Elal
8256,FBpp0084087,CG11089-PA,Q9VC18,CG11089
8257,FBpp0292528,CG11089-PB,Q9VC18,CG11089
8258,FBpp0084088,CG31381-PA,Q8IMV0,CG31381
8259,FBpp0292532,CG31381-PB,Q8IMV0,CG31381
8260,FBpp0084089,CG11069-PA,Q8MRJ2,CG11069
8261,FBpp0084090,CG10845-PA,Q9VC13,CG10845
8262,FBpp0084091,CG11168-PA,Q9VC09,CG11168
8263,FBpp0297226,CG11168-PC,E1JIW0,CG11168
8264,FBpp0307938,CG11168-PD,Q9VC09,CG11168
8265,FBpp0307939,CG11168-PE,B4KH07,CG11168
8266,FBpp0084092,Mink-PA,Q9VC08,Mink
8267,FBpp0084094,Trf4-2-PA,Q9VC07,Trf4
8268,FBpp0307940,Trf4-2-PB,Q9VC07,Trf4
8269,FBpp0297710,CG13643-PB,Q9VC14,CG13643
8270,FBpp0302610,CG13643-PC,Q9VC14,CG13643
8271,FBpp0306639,CG13643-PD,B4KHG9,CG13643
8272,FBpp0306640,CG13643-PE,B4KI11,CG13643
8273,FBpp0084098,CG31121-PA,Q0KI14,CG31121
8274,FBpp0084099,CG31121-PB,Q0KI14,CG31121
8275,FBpp0306641,CG3744-PD,Q9VC19,CG3744
8276,FBpp0306642,CG3744-PE,Q9VC20,CG3744
8277,FBpp0306643,CG3744-PF,Q9VC20,CG3744
8278,FBpp0306644,CG3744-PG,Q9VC19,CG3744
8279,FBpp0084103,CycB3-PA,Q9I7I0,CycB3
8280,FBpp0306645,CycB3-PB,Q9I7I0,CycB3
8281,FBpp0084104,Srg1-PA,Q9VC22,Srg1
8282,FBpp0084105,CG13640-PA,Q9VC24,CG13640
8283,FBpp0271865,ppk22-PB,Q8IMV2,ppk22
8284,FBpp0297225,ppk22-PC,B4K6G4,ppk22
8285,FBpp0084107,CAH4-PA,Q8IMV4,CAH4
8286,FBpp0300840,CAH4-PC,C8VV79,CAH4
8287,FBpp0084109,HDAC11-PA,Q9VC26,HDAC11
8288,FBpp0293582,HDAC11-PB,Q9VC26,HDAC11
8289,FBpp0084110,Kaz-PA,Q8MSB1,Kaz
8290,FBpp0084111,RabX4-PA,Q9VC31,RabX4
8291,FBpp0084112,niki-PA,Q9VC32,niki
8292,FBpp0084113,CG5808-PA,Q9XYZ6,CG5808
8293,FBpp0084114,lili-PA,Q9VC35,lili
8294,FBpp0304086,lili-PB,B4KGZ8,lili
8295,FBpp0084115,polybromo-PA,Q9VC36,polybromo
8296,FBpp0304087,Ude-PB,Q7KS11,Ude
8297,FBpp0304088,Ude-PC,Q7KS11,Ude
8298,FBpp0311405,Ude-PD,Q7KS11,Ude
8299,FBpp0084117,CG13634-PA,Q9VC39,CG13634
8300,FBpp0084118,CG5805-PA,Q9VC40,CG5805
8301,FBpp0308362,CG5805-PB,Q9VC40,CG5805
8302,FBpp0084119,AstA-PA,Q9VC44,AstA
8303,FBpp0312068,AstA-PB,Q9VC44,AstA
8304,FBpp0084120,CG13630-PA,Q9VC48,CG13630
8305,FBpp0084123,CG11771-PA,Q9VC06,CG11771
8306,FBpp0084124,Nmnat-PA,Q9VC03,Nmnat
8307,FBpp0084125,Nmnat-PB,Q7KS06,Nmnat
8308,FBpp0307941,Nmnat-PC,B4KHH7,Nmnat
8309,FBpp0422970,Nmnat-PD,Q8T405,Nmnat
8310,FBpp0296947,tnc-PC,D0UGE6,tnc
8311,FBpp0296948,tnc-PD,D0UGE6,tnc
8312,FBpp0084130,beta4GalT7-PA,Q9VBZ9,beta4GalT7
8313,FBpp0084131,Hr96-PA,Q24143,Hr96
8314,FBpp0288492,CG31115-PB,Q8IMU4,CG31115
8315,FBpp0084133,bai-PA,Q8SXY6,bai
8316,FBpp0112194,CG11786-PB,Q9VBZ2,CG11786
8317,FBpp0084135,CG11790-PA,Q8SWX6,CG11790
8318,FBpp0084136,CG11790-PB,Q8IMU2,CG11790
8319,FBpp0306570,CG11790-PC,B4KHU4,CG11790
8320,FBpp0084137,CG11791-PB,Q8IMU1,CG11791
8321,FBpp0084138,CG11791-PA,Q9VBZ0,CG11791
8322,FBpp0112195,CG11791-PC,Q8IMU1,CG11791
8323,FBpp0306571,CG11791-PD,Q8IMU1,CG11791
8324,FBpp0084140,PQBP1-PA,Q9VBY6,PQBP1
8325,FBpp0293261,CG11839-PB,Q9VBY5,CG11839
8326,FBpp0084142,CG11836-PB,Q9VBY4,CG11836
8327,FBpp0084143,CG11836-PA,Q9VBY4,CG11836
8328,FBpp0112196,CG11836-PC,Q9VBY4,CG11836
8329,FBpp0291598,CG11836-PG,Q9VBY4,CG11836
8330,FBpp0301202,CG11836-PI,E1JIW3,CG11836
8331,FBpp0291596,CG11836-PE,Q9VBY4,CG11836
8332,FBpp0291597,CG11836-PF,Q9VBY4,CG11836
8333,FBpp0423042,CG11836-PJ,,CG11836
8334,FBpp0084144,CG11920-PA,Q9VBY2,CG11920
8335,FBpp0084145,fd96Ca-PA,P32028,fd96Ca
8336,FBpp0308353,fd96Ca-PB,P32028,fd96Ca
8337,FBpp0084146,fd96Cb-PA,P32029,fd96Cb
8338,FBpp0084150,vig2-PB,Q9VBX3,vig2
8339,FBpp0084151,vig2-PC,Q960D3,vig2
8340,FBpp0084152,vig2-PA,Q960D3,vig2
8341,FBpp0112266,vig2-PD,Q960D3,vig2
8342,FBpp0290884,Bili-PB,Q9VBX0,Bili
8343,FBpp0291378,Bili-PC,Q9VBX0,Bili
8344,FBpp0291379,Bili-PD,Q9VBX0,Bili
8345,FBpp0291380,Bili-PE,Q9VBX0,Bili
8346,FBpp0291381,Bili-PF,Q9VBX0,Bili
8347,FBpp0291382,Bili-PG,Q9VBX0,Bili
8348,FBpp0311466,Bili-PH,Q9VBX0,Bili
8349,FBpp0084155,danr-PA,Q9VBW9,danr
8350,FBpp0084157,Mocs2B-PA,Q9VBX2,Mocs2B
8351,FBpp0084158,CG31510-PA,Q9VBX4,CG31510
8352,FBpp0112198,Nepl16-PB,Q9VBX6,Nepl16
8353,FBpp0112197,shams-PB,Q9VBY3,shams
8354,FBpp0084161,Stt3B-PA,Q9XZ53,Stt3B
8355,FBpp0084162,veli-PA,Q9VBY7,veli
8356,FBpp0290878,veli-PC,Q8IMT8,veli
8357,FBpp0084165,CG31111-PA,Q8IMU0,CG31111
8358,FBpp0084166,CG31109-PA,Q9VBY9,CG31109
8359,FBpp0306573,CG31109-PB,Q9VBY9,CG31109
8360,FBpp0084169,Ythdf-PA,Q9VBZ5,Ythdf
8361,FBpp0084170,Ythdf-PB,Q8IMU5,Ythdf
8362,FBpp0112193,Ythdf-PC,A8JRA4,Ythdf
8363,FBpp0306574,Ythdf-PD,Q9VBZ5,Ythdf
8364,FBpp0084171,Smg6-PA,Q9VBZ6,Smg6
8365,FBpp0084172,EMC6-PA,Q9VBZ8,EMC6
8366,FBpp0084174,ssh-PA,,ssh
8367,FBpp0084175,ssh-PB,,ssh
8368,FBpp0290827,ssh-PC,E1JIW2,ssh
8369,FBpp0290828,ssh-PD,Q6NN85,ssh
8370,FBpp0084176,Osbp-PA,Q9VC05,Osbp
8371,FBpp0084177,TTLL5-PA,Q9VBX5,TTLL5
8372,FBpp0308354,TTLL5-PB,Q9VBX5,TTLL5
8373,FBpp0084178,dan-PA,Q9VBW6,dan
8374,FBpp0303320,dan-PB,B4KI14,dan
8375,FBpp0303321,dan-PC,Q9VBW6,dan
8376,FBpp0084179,CG13653-PA,Q9VBW4,CG13653
8377,FBpp0084180,CG13654-PA,Q9VBW1,CG13654
8378,FBpp0308363,CG13654-PB,B4LIM4,CG13654
8379,FBpp0308364,CG13654-PC,B4LIM4,CG13654
8380,FBpp0290244,CG31106-PB,Q8IMT7,CG31106
8381,FBpp0112301,CG31103-PB,Q9VBV9,CG31103
8382,FBpp0084183,Alg9-PA,Q9VBV8,Alg9
8383,FBpp0084184,Jhbp7-PA,Q9VBV4,Jhbp7
8384,FBpp0084185,to-PA,Q9VBV3,to
8385,FBpp0308365,to-PB,Q9VBV3,to
8386,FBpp0308366,CG11854-PB,Q9VBV1,CG11854
8387,FBpp0084187,Nup37-PA,Q9VBU8,Nup37
8388,FBpp0304467,Nup37-PB,Q9VBU8,Nup37
8389,FBpp0084188,Nup358-PA,Q9VBU7,Nup358
8390,FBpp0293235,Nup358-PB,B4K7J2,Nup358
8391,FBpp0084189,CG11857-PA,Q9VBU6,CG11857
8392,FBpp0312547,CG11857-PC,40SRF8,CG11857
8393,FBpp0084190,CG11858-PA,Q9VBU4,CG11858
8394,FBpp0084191,RIOK2-PA,Q9VBU2,RIOK2
8395,FBpp0084196,CG11878-PA,Q9VBT8,CG11878
8396,FBpp0084199,CG31300-PA,Q8IMT6,CG31300
8397,FBpp0084200,CG31104-PA,Q9VBT4,CG31104
8398,FBpp0271869,CG13658-PB,Q9VBT3,CG13658
8399,FBpp0084202,CG11893-PA,Q9VBT2,CG11893
8400,FBpp0084203,CG13659-PA,Q9VBS9,CG13659
8401,FBpp0288494,CG31370-PB,Q9VBS8,CG31370
8402,FBpp0084205,CG31436-PA,Q8IMT3,CG31436
8403,FBpp0289959,CG11902-PB,Q9VBR8,CG11902
8404,FBpp0084207,rha-PA,Q9VBR7,rha
8405,FBpp0084210,Vps33B-PA,Q9VBR1,Vps33B
8406,FBpp0084211,MED28-PA,Q9VBQ9,MED28
8407,FBpp0084212,XNP-PA,Q9GQN5,XNP
8408,FBpp0084213,XNP-PB,Q9GQN5,XNP
8409,FBpp0311051,XNP-PC,B4LHR3,XNP
8410,FBpp0311052,XNP-PD,B4LHR3,XNP
8411,FBpp0084214,CG4553-PA,Q9VBR0,CG4553
8412,FBpp0084222,CG10669-PA,Q9VBR9,CG10669
8413,FBpp0289911,CG10669-PB,Q9VBR9,CG10669
8414,FBpp0084223,CHKov2-PA,Q9VBS0,CHKov2
8415,FBpp0112264,CHKov1-PE,Q107I8,CHKov1
8416,FBpp0084225,CG10562-PA,Q961Q8,CG10562
8417,FBpp0084226,CG10560-PA,Q9VBS3,CG10560
8418,FBpp0084227,CG10553-PA,Q9VBS4,CG10553
8419,FBpp0288380,CG10559-PB,Q9VBS5,CG10559
8420,FBpp0084229,CG31087-PA,Q9VBS6,CG31087
8421,FBpp0307220,CG31087-PB,Q9VBS6,CG31087
8422,FBpp0084230,CG31099-PA,Q8IMT2,CG31099
8423,FBpp0084231,CG10550-PB,Q9VBS7,CG10550
8424,FBpp0084232,CG10550-PC,Q9VBS7,CG10550
8425,FBpp0297095,CG10550-PD,Q9VBS7,CG10550
8426,FBpp0084234,CG31288-PA,Q8IMT4,CG31288
8427,FBpp0288491,CG31097-PB,Q9VBT0,CG31097
8428,FBpp0084236,CG31102-PA,Q8SY00,CG31102
8429,FBpp0307221,CG31102-PB,B4KGX8,CG31102
8430,FBpp0084237,CG31098-PA,Q9VBT1,CG31098
8431,FBpp0084238,CG10514-PA,Q9VBT6,CG10514
8432,FBpp0112997,CG10513-PB,Q9VBT7,CG10513
8433,FBpp0084240,GlnRS-PA,Q9Y105,GlnRS
8434,FBpp0084241,Kdsr-PA,Q9VBU5,Kdsr
8435,FBpp0084242,RpS27-PA,Q9VBU9,RpS27
8436,FBpp0293236,RpS27-PB,Q9VBU9,RpS27
8437,FBpp0084243,bam-PA,P22745,bam
8438,FBpp0084244,Sil1-PA,Q9VBV5,Sil1
8439,FBpp0291505,Cad96Cb-PC,C6SUV2,Cad96Cb
8440,FBpp0290312,Cad96Cb-PB,Q9VBV6,Cad96Cb
8441,FBpp0308367,Cad96Cb-PD,B4LHM7,Cad96Cb
8442,FBpp0084247,Saysd1-PA,Q9VBW0,Saysd1
8443,FBpp0084248,Cad96Ca-PA,Q9VBW3,Cad96Ca
8444,FBpp0084251,CG5116-PA,Q9VBQ7,CG5116
8445,FBpp0309866,CG5116-PB,Q9VBQ7,CG5116
8446,FBpp0084252,CG5112-PA,Q9VBQ5,CG5112
8447,FBpp0084253,CG5107-PA,Q9VBQ4,CG5107
8448,FBpp0084254,CG5111-PA,Q9VBQ3,CG5111
8449,FBpp0084255,msi-PB,Q8IMS8,msi
8450,FBpp0084256,msi-PA,Q9VBQ1,msi
8451,FBpp0293748,msi-PC,Q8IMS8,msi
8452,FBpp0293749,msi-PD,B4K6K8,msi
8453,FBpp0305819,msi-PE,B4KHV4,msi
8454,FBpp0305820,msi-PF,Q8IMS8,msi
8455,FBpp0305821,msi-PH,B4KGY9,msi
8456,FBpp0084257,CG5079-PA,Q9VBP8,CG5079
8457,FBpp0084258,CG5071-PB,Q8IMS5,CG5071
8458,FBpp0084259,CG5071-PA,Q9VBP7,CG5071
8459,FBpp0293345,CG5071-PC,B4K7U6,CG5071
8460,FBpp0352252,CG5071-PD,Q8IMS5,CG5071
8461,FBpp0084260,jigr1-PA,Q9VBP5,jigr1
8462,FBpp0084261,jigr1-PB,Q9VBP5,jigr1
8463,FBpp0084262,jigr1-PD,Q9VBP5,jigr1
8464,FBpp0084263,jigr1-PC,Q9VBP5,jigr1
8465,FBpp0112199,jigr1-PE,Q9VBP5,jigr1
8466,FBpp0112200,jigr1-PF,Q9VBP5,jigr1
8467,FBpp0307556,jigr1-PG,Q9VBP5,jigr1
8468,FBpp0401569,jigr1-PH,Q9VBP5,jigr1
8469,FBpp0084264,Tnks-PA,Q9VBP3,Tnks
8470,FBpp0303409,Tnks-PB,B4KI19,Tnks
8471,FBpp0084270,CG4582-PA,Q9VBQ2,CG4582
8472,FBpp0084271,Gnpat-PA,Q9VBQ6,Gnpat
8473,FBpp0303400,Gnpat-PB,Q9VBQ6,Gnpat
8474,FBpp0303401,Gnpat-PC,B4KHK0,Gnpat
8475,FBpp0084273,Lgr3-PA,Q9VBP0,Lgr3
8476,FBpp0084274,CG5039-PA,Q9VBN8,CG5039
8477,FBpp0084275,Idh3g-PA,Q8MT18,Idh3g
8478,FBpp0112201,Idh3g-PB,Q8MT18,Idh3g
8479,FBpp0112202,Idh3g-PC,A8JRB8,Idh3g
8480,FBpp0112203,Idh3g-PD,A8JRC1,Idh3g
8481,FBpp0084276,CG5024-PA,Q9VBM1,CG5024
8482,FBpp0291174,CG5024-PB,Q9VBM1,CG5024
8483,FBpp0084277,CG17770-PA,Q9VBM0,CG17770
8484,FBpp0084278,Acam-PA,P49258,Acam
8485,FBpp0291175,Acam-PB,P49258,Acam
8486,FBpp0084279,CG14354-PA,Q9VBL8,CG14354
8487,FBpp0084281,CG5886-PA,Q9VBL3,CG5886
8488,FBpp0308302,CG5890-PC,Q9VBL2,CG5890
8489,FBpp0308303,CG5890-PD,Q9VBL2,CG5890
8490,FBpp0423186,CG5890-PE,,CG5890
8491,FBpp0084283,SppL-PA,Q9VBL1,SppL
8492,FBpp0084284,SppL-PB,Q9VBL1,SppL
8493,FBpp0084285,SppL-PC,Q9VBL1,SppL
8494,FBpp0310535,SppL-PF,Q9VBL1,SppL
8495,FBpp0290043,SppL-PD,Q86P97,SppL
8496,FBpp0290044,SppL-PE,Q86P97,SppL
8497,FBpp0084286,Tsp96F-PA,Q9V3X2,Tsp96F
8498,FBpp0303196,Tsp96F-PB,B4KH03,Tsp96F
8499,FBpp0303197,Tsp96F-PC,Q9V3X2,Tsp96F
8500,FBpp0084287,CG14545-PA,Q8SYK4,CG14545
8501,FBpp0084288,Mst57Da-PA,Q9VBL6,Mst57Da
8502,FBpp0084289,Mst57Db-PA,Q9VBL7,Mst57Db
8503,FBpp0308307,Mst57Dc-PB,Q9V3J3,Mst57Dc
8504,FBpp0084291,CG31093-PA,Q7KRZ7,CG31093
8505,FBpp0084292,CG31380-PA,Q8IMS4,CG31380
8506,FBpp0084293,CG4960-PA,Q9VBM3,CG4960
8507,FBpp0311937,CG4960-PB,Q9VBM3,CG4960
8508,FBpp0084296,CG17196-PA,Q9VBM6,CG17196
8509,FBpp0291387,CG17196-PB,E1JIY0,CG17196
8510,FBpp0307969,CG17196-PC,B4KH44,CG17196
8511,FBpp0288643,CG17197-PB,Q9VBM7,CG17197
8512,FBpp0112390,LpR1-PD,A8JRD1,LpR1
8513,FBpp0290681,LpR1-PG,Q9VBN1,LpR1
8514,FBpp0290682,LpR1-PH,Q9VBN0,LpR1
8515,FBpp0290684,LpR1-PJ,Q6NP71,LpR1
8516,FBpp0290685,LpR1-PK,A8JRD0,LpR1
8517,FBpp0290686,LpR1-PL,E1JIX9,LpR1
8518,FBpp0307222,LpR1-PP,B4KI25,LpR1
8519,FBpp0307223,LpR1-PQ,B4KI25,LpR1
8520,FBpp0307224,LpR1-PR,B4KHW9,LpR1
8521,FBpp0307225,LpR1-PS,A8JRD2,LpR1
8522,FBpp0084301,LpR2-PA,Q9VBN2,LpR2
8523,FBpp0084302,LpR2-PB,Q86B77,LpR2
8524,FBpp0112296,LpR2-PC,A8JRC4,LpR2
8525,FBpp0112297,LpR2-PD,Q6NN57,LpR2
8526,FBpp0112298,LpR2-PE,Q7YU01,LpR2
8527,FBpp0112299,LpR2-PF,Q7YTZ6,LpR2
8528,FBpp0112300,LpR2-PG,A8JRC7,LpR2
8529,FBpp0307557,LpR2-PH,B4KH38,LpR2
8530,FBpp0307558,LpR2-PI,B4KGZ9,LpR2
8531,FBpp0084303,CLS-PB,Q8MZC4,CLS
8532,FBpp0084304,CLS-PA,Q8MZC4,CLS
8533,FBpp0084305,CLS-PC,Q8MZC4,CLS
8534,FBpp0303777,CLS-PD,Q8MZC4,CLS
8535,FBpp0084306,RpL27-PA,Q9VBN5,RpL27
8536,FBpp0303778,RpL27-PB,Q9VBN5,RpL27
